-3;224;221
-6;218;227
-6;218;227
-6;218;227
-6;218;227
-6;218;227
-6;218;227
-6;218;227
-4;222;223
-1;228;217
4;238;207
4;238;207
4;238;207
3;236;209
-2;226;219
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-3;224;221
-4;222;223
-4;222;223
-3;224;221
3;236;209
2;234;211
0;230;215
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-3;224;221
-3;224;221
0;230;215
1;232;213
2;234;211
2;234;211
0;230;215
-1;228;217
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-1;228;217
-1;228;217
-1;228;217
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-2;226;219
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-4;222;223
-3;224;221
-3;224;221
-3;224;221
-1;228;217
0;230;215
0;230;215
0;230;215
1;232;213
0;230;215
-1;228;217
-1;228;217
-2;226;219
-2;226;219
-2;226;219
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
-3;224;221
0;100;100
